"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "erkely" "parkolohely_ara"
"11" "69.9" "97" "3" " 11. kerület, Bercsényi utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor), cserépkályha" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"12" "88.88" "92" "4" " 13. kerület, Angyalföld – Loportárdulo " "nincs megadva" "2019" "duplakomfortos" "nincs megadva" "1" "6" "van" "3 m-nél alacsonyabb" "hoszivattyú" "van" NA "igen" "egy helyiségben" "északkelet" "utcai" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" NA "14 m²" "4 M Ft"
"13" "70" "104" "3" " 7. kerület, Dohány utca " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" NA NA NA
"14" "27.5" "26" "1" " 6. kerület, Szondi utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"15" "120" "170" "3" " 9. kerület, Vámház körút " "felújított" NA "duplakomfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "van" NA "nincs megadva" "külön és egyben is" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"16" "29.99" "52" "2" " 14. kerület, Korong utca " "felújítandó" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"17" "99.9" "81" "2" " 7. kerület, Károly körút " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "házközponti egyedi méréssel" "van" NA "nem" "egy helyiségben" "délkelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "2 m²" NA
"18" "89.5" "139" "5" " 12. kerület, Városmajor utca " "jó állapotú" NA "duplakomfortos" "nincs megadva" "2" "2" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA NA "nincs megadva" "külön és egyben is" "nincs megadva" "panorámás" "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" NA "4 m²" NA
"19" "22.35" "35" "1" " 4. kerület, Rózsa utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA NA "nincs megadva" "nincs megadva" "nyugat" "panorámás" "nincs megadva" "nincs megadva" "utca, közterület" "nincs megadva" NA NA
"20" "33.9" "69" "3" " 3. kerület, Óbudai lakótelep " "jó állapotú" NA "összkomfortos" "nincs megadva" "nincs megadva" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "van" NA "igen" "külön helyiségben" "nincs megadva" "panorámás" "nincs megadva" "nem tetotéri" "utca, közterület" "részt vett" NA NA
