"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "legkondicionalo" "panelprogram" "parkolohely_ara"
"11" "79" "80" "3" " 13. kerület, Danubius utca " "felújított" "2001-2010 között" "összkomfortos" "nincs megadva" "nincs megadva" "8" "van" "3 m vagy magasabb" "házközponti egyedi méréssel" "igen" "külön és egyben is" "nyugat" "kertre nézo" "14 m²" "nem" "nincs megadva" "teremgarázs hely - megvásárolható" NA "van" NA "4.5 M Ft"
"12" "45" "43" "2" " 11. kerület, Nagyszeben út 7. " "nincs megadva" "2020" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "8 m²" "nem" "nem tetotéri" "nincs megadva" NA "van" NA NA
"13" "24.9" "39" "1" " 7. kerület, Külso-Erzsébetváros – Ligetváros " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "egyéb kazán" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"14" "99.1" "100" "4" " 13. kerület, Úszódaru utca " "újszeru" "2011" "duplakomfortos" "nincs megadva" "1" "8" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "külön és egyben is" "délnyugat" "kertre nézo" "25 m²" "nem" "nincs megadva" "teremgarázs hely" NA "van" NA NA
"15" "74" "73" "3" " 2. kerület, Rózsadomb " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "szuterén" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" NA "nincs megadva" "nincs megadva" "nincs megadva" "42 000 Ft/hó" NA NA NA
"16" "42.9" "69" "3" " 3. kerület, Lajos utca 105. " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "külön helyiségben" "nyugat" "panorámás" NA "nincs megadva" "nem tetotéri" "utca, közterület" NA NA "részt vett" NA
"17" "39.9" "56" "1" " 14. kerület, Limanova tér " "jó állapotú" "1950-1980 között" "összkomfortos" "AA++" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "külön helyiségben" "délnyugat" "kertre nézo" "6 m²" "nem" "nem tetotéri" "utca, közterület" "25 000 Ft/hó" "nincs" NA NA
"18" "33.9" "73" "2.5" " 17. kerület, Újlak utca " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" "igen" "külön helyiségben" "délkelet" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "van" "nem vett részt" NA
"19" "62.5" "81" "3" " 13. kerület, Újlipótváros " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nyugat" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"20" "26.6" "36" "2" " 15. kerület, Nyírpalota út " "felújított" NA "nincs megadva" "nincs megadva" "nincs megadva" "10" "van" "nincs megadva" "távfutés egyedi méréssel" "nincs megadva" "egy helyiségben" "kelet" "panorámás" NA "nincs megadva" NA "utca, közterület - ingyenes" NA "van" NA NA
