"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "rezsikoltseg" "parkolohely_ara"
"11" "25.8" "54" "2" " 4. kerület, Bárdos Artúr utca " "közepes állapotú" "1950-1980 között" "összkomfortos" "DD" "3" "10" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "külön helyiségben" "nyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "4 m²" "részt vett" "9 500 Ft/hó" NA
"12" "40.5" "60" "2" " 15. kerület, Tompa Mihály utca " "újszeru" "2016" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "van" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" "igen" "nincs megadva" "teremgarázs hely - benne van az árban" "50 m²" NA NA NA
"13" "29.9" "54" "2" " 8. kerület, Szigony utca " "felújított" "1950-1980 között" "nincs megadva" "nincs megadva" "10" "több mint 10" "van" "3 m-nél alacsonyabb" "távfutés" NA "igen" "egy helyiségben" "kelet" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület" "3 m²" "nincs megadva" "32 000 Ft/hó" NA
"14" "21.5" "27" "1" " 17. kerület, Borsó utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "2" "5" "nincs" "3 m-nél alacsonyabb" "távfutés" NA "nem" "egy helyiségben" "nyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nem vett részt" NA NA
"15" "29.9" "53" "2" " 8. kerület, Stróbl Alajos utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "2" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"16" "52.9" "75" "3" " 14. kerület, Virradat utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "12 m²" NA NA NA
"17" "74.9" "62" "2" " 2. kerület, Badacsony utca 3. " "újszeru" "2001-2010 között" "luxus" "nincs megadva" "1" "3" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nem" "külön helyiségben" "nincs megadva" "panorámás" "nem" "nem tetotéri" "teremgarázs hely - benne van az árban" "17 m²" NA "25 000 Ft/hó" NA
"18" "52" "57" "2" " 13. kerület, Hegedus Gyula utca 97. " "felújított" "1950-1980 között" "duplakomfortos" "nincs megadva" "7" "8" "van" "3 m-nél alacsonyabb" "távfutés" "van" "igen" "külön helyiségben" "dél" "panorámás" "nem" NA "udvari beálló - bérelheto" "7 m²" NA NA "2 000 Ft/hó"
"19" "64.8" "88" "3" " 12. kerület, Csaba utca " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"20" "57.9" "101" "2" " 13. kerület, Váci út " "felújítandó" NA "nincs megadva" "nincs megadva" "1" "2" "nincs megadva" "3 m vagy magasabb" "nincs megadva" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
