"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "erkely" "rezsikoltseg" "panelprogram"
"11" "23.5" "53" "2" " 18. kerület, Havanna-lakótelep " "közepes állapotú" "nincs megadva" "nincs megadva" "9" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "nincs megadva" "nincs megadva" "délkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950-1980 között" "3 m²" NA "nincs megadva"
"12" "26.9" "60" "2" " 10. kerület, Mádi utca " "közepes állapotú" "összkomfortos" "nincs megadva" "2" "nincs megadva" "van" "nincs megadva" "távfutés" NA "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "nincs megadva" "utca, közterület" NA "4 m²" "20 000 Ft/hó" "nincs megadva"
"13" "73.9" "122" "3" " 5. kerület, Nyugati tér " "jó állapotú" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"14" "21" "31" "1" " 10. kerület, Korösi Csoma Sándor út " "felújított" "nincs megadva" "nincs megadva" "6" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" "nincs megadva" NA "nincs megadva" "1950-1980 között" NA NA NA
"15" "64.9" "64" "3" " 6. kerület, Jókai utca " "felújított" "összkomfortos" "nincs megadva" "1" "4" "nincs" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"16" "36.99" "61" "2" " 7. kerület, Dembinszky utca " "közepes állapotú" "nincs megadva" "nincs megadva" "1" "4" "nincs megadva" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nem" "nincs megadva" "utca, közterület" "1950-1980 között" NA "22 000 Ft/hó" NA
"17" "27.9" "46" "2" " 4. kerület, Pöltenberg Erno utca " "jó állapotú" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "igen" "nincs megadva" "utca, közterület - ingyenes" NA NA "15 000 Ft/hó" NA
"18" "36.9" "42" "2" " 8. kerület, Tisztviselotelep " "felújított" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"19" "32.9" "56" "2" " 18. kerület, Építo utca " "jó állapotú" "nincs megadva" "nincs megadva" "6" "10" "van" "nincs megadva" "távfutés egyedi méréssel" NA "nincs megadva" "egy helyiségben" "délnyugat" "utcai" "nincs megadva" NA "nincs megadva" "1950-1980 között" "4 m²" NA NA
"20" "46.85" "64" "2" " 8. kerület, Kálvária tér " "felújított" "összkomfortos" "nincs megadva" "1" "6" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "külön helyiségben" "dél" "utcai" "nincs megadva" "nincs megadva" "utca, közterület" "1950-1980 között" "10 m²" "36 200 Ft/hó" NA
