"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg" "panelprogram"
"11" "68" "60" "3" " 1. kerület, Franklin utca " "nincs megadva" NA "összkomfortos" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" "igen" "külön helyiségben" "nincs megadva" "udvari" "6 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA "16 800 Ft/hó" NA
"12" "31.9" "57" "2" " 16. kerület, Tavirózsa utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "4" "4" "nincs megadva" "nincs megadva" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "4 m²" "nincs megadva" NA "utca, közterület - ingyenes" NA "van" NA NA
"13" "40" "55" "2" " 14. kerület, Bácskai utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"14" "24.7" "38" "1" " 10. kerület, Salgótarjáni utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA "30 000 Ft/hó" NA
"15" "23.9" "28" "1" " 17. kerület, Borsó utca 26. " "nincs megadva" "1981-2000 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" "nem" "egy helyiségben" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nincs" "25 000 Ft/hó" "nem vett részt"
"16" "38.8" "54" "1" " 9. kerület, Viola utca " "jó állapotú" "2001-2010 között" "összkomfortos" "CC" "4" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "van" "28 000 Ft/hó" NA
"17" "135.38" "145" "4" " 11. kerület, Lépés utca " "nincs megadva" "2020" "luxus" "AA+" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "panorámás" NA "nincs megadva" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA NA
"18" "24.49" "29" "1" " 10. kerület, Gyakorló utca " "felújított" NA "nincs megadva" "nincs megadva" "4" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "egy helyiségben" "nincs megadva" "nincs megadva" NA "nem" "nem tetotéri" "utca, közterület" NA "nincs" NA "nincs megadva"
"19" "59.5" "68" "2" " 8. kerület, Kisfaludy utca 28. " "felújított" NA "nincs megadva" "nincs megadva" "4" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"20" "30" "57" "2" " 18. kerület, Kézmuves utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "1" "4" "nincs megadva" "nincs megadva" "távfutés egyedi méréssel" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA "nincs megadva" NA NA NA NA
