"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "panelprogram" "rezsikoltseg"
"11" "29.9" "50" "2" " 14. kerület, Tihany utca 15. " "közepes állapotú" NA "nincs megadva" "nincs megadva" "3" "4" "nincs" "nincs megadva" "távfutés" "nincs" "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "2 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "nem vett részt" "5 000 Ft/hó"
"12" "31.7" "50" "2" " 3. kerület, Boglár utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "3" "10" "van" "nincs megadva" "nincs megadva" NA "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "nincs megadva" NA
"13" "74.9" "79" "2" " 2. kerület, Margit körút 48. " "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA "24 299 Ft/hó"
"14" "62.9" "64" "2" " 2. kerület, Lepke utca 10. " "közepes állapotú" NA "összkomfortos" "nincs megadva" "félemelet" "2" "nincs megadva" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "dél" "panorámás" "8 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"15" "39.9" "39" "1" " 12. kerület, Istenhegyi út " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs" "nem" "egy helyiségben" "dél" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"16" "35" "37" "1" " 11. kerület, Thallóczy Lajos utca " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "egy helyiségben" "délnyugat" "utcai" "2 m²" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" NA NA
"17" "38" "43" "1" " 6. kerület, Rippl-Rónai utca 10. " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "nincs megadva" "házközponti" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" NA "nem" "nem tetotéri" "utca, közterület" NA NA
"18" "30.5" "52" "2" " 3. kerület, Madzsar József utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "félemelet" "4" "nincs megadva" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nem" "külön helyiségben" "nincs megadva" "nincs megadva" NA "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs megadva" "7 800 Ft/hó"
"19" "32.5" "69" "2" " 21. kerület, Kossuth Lajos utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "4" "4" "nincs" "nincs megadva" "távfutés" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "10 m²" "nincs megadva" "legfelso emelet, nem tetotéri" "utca, közterület" NA NA
"20" "39.5" "66" "2" " 7. kerület, Dembinszky utca " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "délkelet" "utcai" NA "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA
