"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "panelprogram"
"11" "56.8" "61" "2" " 11. kerület, Otthon utca " "jó állapotú" "1950 elott" "komfortos" "nincs megadva" "1" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "25 000 Ft/hó" "nincs megadva" "nincs megadva" "nyugat" "kertre nézo" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"12" "34.9" "56" "2" " 9. kerület, Ifjúmunkás utca " "nincs megadva" NA "nincs megadva" "nincs megadva" "3" "4" "nincs" "nincs megadva" "nincs megadva" NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "4.6 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA
"13" "67" "67" "3" " 7. kerület, Sajó utca " "újszeru" "2014" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"14" "47" "47" "2" " 7. kerület, Sajó utca " "újszeru" "2014" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"15" "47" "46" "2" " 7. kerület, Sajó utca " "újszeru" "2014" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északkelet" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"16" "28.2" "24" "1" " 7. kerület, Sajó utca " "újszeru" "2014" "nincs megadva" "nincs megadva" "3" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északkelet" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"17" "42" "42" "2" " 7. kerület, Sajó utca " "újszeru" "2014" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA
"18" "32.5" "49" "1" " 21. kerület, Csikó sétány " "felújított" "1981-2000 között" "összkomfortos" "A+" "3" "4" "nincs" "3 m-nél alacsonyabb" "nincs" NA "nem" "külön helyiségben" "nyugat" "utcai" "6 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "van" NA
"19" "199.9" "94" "3" " 6. kerület, Külso-Terézváros " "nincs megadva" "2020" "duplakomfortos" "nincs megadva" "nincs megadva" "3" "van" "3 m vagy magasabb" "hoszivattyú" NA "nincs megadva" "külön és egyben is" "délkelet" "panorámás" "9 m²" "nem" "penthouse" "utca, közterület" "van" NA
"20" "209.9" "92" "3" " 6. kerület, Külso-Terézváros " "nincs megadva" "2019" "duplakomfortos" "nincs megadva" "nincs megadva" "3" "van" "3 m vagy magasabb" "hoszivattyú" NA "nincs megadva" "külön és egyben is" "délkelet" "panorámás" "9 m²" "nem" "penthouse" "utca, közterület" "van" NA
