"ar_millio" "alapterulet_m" "szobak_n" "cim" "lakopark_neve" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "legkondicionalo" "rezsikoltseg"
"11" "78.75" "64" "3" " 9. kerület, Pápay Park " "Pápay Park" "új építésu" "2020" "összkomfortos" "nincs megadva" "9" "9" "van" "3 m-nél alacsonyabb" "fan-coil, hoszivattyú" "nincs megadva" "külön és egyben is" "kelet" "udvari" "12.2 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "5 M Ft" NA NA
"12" "28.2" "42" "1" " 13. kerület, Angyalföld " NA "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "délkelet" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA "15 000 Ft/hó"
"13" "69.17" "51" "2" " 9. kerület, Pápay Park " "Pápay Park" "új építésu" "2020" "összkomfortos" "nincs megadva" "9" "9" "van" "3 m-nél alacsonyabb" "hoszivattyú, fan-coil" "nincs megadva" "egy helyiségben" "kelet" "udvari" "21.12 m²" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" "8 M Ft" NA NA
"14" "44.9" "60" "2" " 4. kerület, Megyer – Nagyváradi liget lakópark " NA "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA "van" NA
"15" "29.8" "33" "1" " 2. kerület, Országút " NA "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "van" "3 m vagy magasabb" "házközponti" "nincs megadva" "nincs megadva" "kelet" "udvari" "2 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"16" "52.9" "78" "3" " 14. kerület, Alsórákos " NA "újszeru" "2019" "összkomfortos" "nincs megadva" "1" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "nincs megadva" "kertre nézo" NA "igen" "legfelso emelet, nem tetotéri" "udvari beálló - benne van az árban" NA NA NA
"17" "47" "64" "3" " 8. kerület, Mária utca " NA "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"18" "79.9" "90" "4" " 2. kerület, Víziváros " NA "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"19" "42.8" "63" "2" " 20. kerület, Téglaégeto utca " NA "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "1" "3" "van" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "kertre nézo" NA "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "3 M Ft" NA NA
"20" "54.9" "74" "3" " 14. kerület, Alsórákos " NA "újszeru" "2019" "összkomfortos" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "igen" "külön és egyben is" "délkelet" "kertre nézo" "20 m²" "igen" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA
