"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "erkely" "panelprogram" "parkolohely_ara"
"11" "95" "104" "3" " 13. kerület, Újlipótváros " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "házközponti" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA "4 m²" NA NA
"12" "19.95" "55" "2" " 21. kerület, Csepel-Erdosor-lakótelep " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nem" "külön helyiségben" "kelet" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" "van" NA NA NA
"13" "16.9" "30" "1" " 20. kerület, Erzsébetfalva " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "dél" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA "10 m²" NA NA
"14" "48.5" "74" "2" " 11. kerület, Torbágy utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "10" "több mint 10" "van" "3 m-nél alacsonyabb" "távfutés" NA "nem" "nincs megadva" "délkelet" "panorámás" "nem" "nem tetotéri" "utca, közterület" NA NA "nincs megadva" NA
"15" "38.9" "41" "1" " 16. kerület, Cinkota – Európa-lakókert " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nem" "egy helyiségben" "nyugat" "kertre nézo" "igen" "nem tetotéri" "utca, közterület - ingyenes" "nincs" "6 m²" NA NA
"16" "69.9" "70" "3" " 13. kerület, Frangepán utca " "újszeru" "2018" "összkomfortos" "nincs megadva" "4" "9" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "27 000 Ft/hó" "igen" "külön helyiségben" "kelet" "panorámás" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "van" "5 m²" NA "3 M Ft"
"17" "44.9" "52" "1" " 13. kerület, Angyalföld " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "6" "9" "van" "3 m-nél alacsonyabb" "gáz (cirko)" NA "igen" "külön helyiségben" "dél" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" "van" "14 m²" NA NA
"18" "22.9" "31" "1" " 4. kerület, Lorinc utca " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs megadva" "3 m vagy magasabb" "elektromos" NA "igen" "egy helyiségben" "dél" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA NA
"19" "42" "41" "1" " 3. kerület, Újliget sétány " "felújított" "2001-2010 között" "nincs megadva" "nincs megadva" "2" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"20" "25.8" "48" "2" " 18. kerület, Liptáktelep " "jó állapotú" NA "összkomfortos" "nincs megadva" "3" "10" "van" "3 m-nél alacsonyabb" "házközponti" NA "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA "nem vett részt" NA
