"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "rezsikoltseg" "panelprogram" "erkely" "parkolohely_ara"
"11" "49.9" "79" "3" " 13. kerület, Újlipótváros " "közepes állapotú" NA "nincs megadva" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"12" "33.99" "53" "2" " 4. kerület, Berda József utca " "felújított" "1981-2000 között" "összkomfortos" "CC" "9" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nem" "külön helyiségben" "nyugat" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" "40 000 Ft/hó" "nem vett részt" "4 m²" NA
"13" "33.99" "53" "1" " 4. kerület, Árpád út " "felújított" "1981-2000 között" "összkomfortos" "CC" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "nem" "külön helyiségben" "dél" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" "40 000 Ft/hó" "nem vett részt" NA NA
"14" "25.9" "63" "2" " 20. kerület, Ady Endre utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "9" "9" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" "nincs megadva" NA "utca, közterület - ingyenes" "van" NA NA "8 m²" NA
"15" "49.9" "61" "3" " 6. kerület, Szondi utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délnyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA NA
"16" "29.5" "67" "2" " 4. kerület, Szabolcsi Bence tér " "közepes állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "8" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" "igen" "külön helyiségben" "dél" "panorámás" "nincs megadva" "nincs megadva" "nincs megadva" NA NA "nincs megadva" NA NA
"17" "66" "104" "3" " 14. kerület, Mályva utca 17. " "felújított" "1950-1980 között" "összkomfortos" "AA" "2" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nem" "külön és egyben is" "délnyugat" "kertre nézo" "nem" "tetotéri" "udvari beálló - kötelezo megvenni" "van" NA NA "5 m²" "1.8 M Ft"
"18" "65.9" "89" "3" " 6. kerület, Nagymezo utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "1" "3" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" "van" NA NA "2.5 m²" NA
"19" "44.9" "65" "2" " 7. kerület, Osvát utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "2" "3" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nem" "nincs megadva" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA NA
"20" "38.9" "57" "3" " 4. kerület, Kossuth utca 74. " "nincs megadva" "2020" "összkomfortos" "nincs megadva" "1" "4" "van" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nincs megadva" "nem tetotéri" "teremgarázs hely - megvásárolható" NA NA NA "9.94 m²" "2 M Ft"
