"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "rezsikoltseg" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "parkolohely_ara"
"11" "49.8" "66" "2" " 13. kerület, Gyöngyösi utca 2. " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "gáz (cirko), gáz (konvektor)" NA "13 000 Ft/hó" "igen" "külön helyiségben" "dél" "utcai" "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"12" "56.9" "49" "1" " 1. kerület, Várfok utca " "felújítandó" "1950 elott" "nincs megadva" "nincs megadva" "4" "nincs megadva" "van" "3 m vagy magasabb" "gáz (konvektor)" NA NA "nincs megadva" "nincs megadva" "észak" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"13" "79" "84" "2" " 6. kerület, Eötvös utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "3" "3" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs" NA "nem" "külön helyiségben" "északkelet" "utcai" "nincs megadva" "legfelso emelet, nem tetotéri" "nincs megadva" NA NA NA
"14" "31.4" "50" "2" " 3. kerület, Óbudai lakótelep " "jó állapotú" NA "összkomfortos" "nincs megadva" "10" "10" "van" "nincs megadva" "távfutés" "van" NA "nincs megadva" "külön helyiségben" "délnyugat" "panorámás" "nincs megadva" "nincs megadva" "utca, közterület" "4 m²" "nem vett részt" NA
"15" "27.6" "57" "2" " 3. kerület, Békásmegyeri lakótelep hegy felol " "felújított" NA "összkomfortos" "nincs megadva" "2" "10" "van" "nincs megadva" "távfutés" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA "nincs megadva" NA
"16" "51.5" "59" "2" " 11. kerület, Kelenföld " "felújított" NA "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" NA NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "8 m²" NA NA
"17" "41.9" "50" "2" " 13. kerület, Dagály utca 2. " "jó állapotú" NA "összkomfortos" "nincs megadva" "3" "10" "van" "nincs megadva" "házközponti" NA NA "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA
"18" "27.9" "37" "1" " 6. kerület, Székely Bertalan utca 22. " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "van" "nincs megadva" "egyéb" NA "20 000 Ft/hó" "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"19" "53.9" "85" "3" " 3. kerület, Orbán Balázs út " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "van" "48 000 Ft/hó" "nem" "külön helyiségben" "délkelet" "udvari" "nem" "nem tetotéri" "utca, közterület - ingyenes" "6 m²" "nem vett részt" NA
"20" "13.4" "31" "1" " 20. kerület, Erzsébetfalva " "jó állapotú" NA "komfortos" "nincs megadva" "földszint" "földszintes" "nincs" "nincs megadva" "gáz (konvektor)" "nincs" NA "igen" "egy helyiségben" "kelet" "udvari" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA
