"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "legkondicionalo" "panelprogram" "parkolohely_ara"
"11" "45" "45" "2" " 13. kerület, Meder utca " "nincs megadva" "2020" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "dél" "utcai" "10 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"12" "115.8" "173" "4" " 11. kerület, Szentimreváros " "újszeru" "1950-1980 között" "duplakomfortos" "nincs megadva" "4" "5" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "nyugat" "panorámás" NA "nincs megadva" "tetotéri" "nincs megadva" NA NA NA NA
"13" "62.5" "65" "2" " 6. kerület, Andrássy út " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "északkelet" "udvari" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"14" "59.89" "66" "1" " 11. kerület, Stoczek utca " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "3" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "dél" "nincs megadva" "4 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"15" "93.5" "115" "4" " 9. kerület, Ráday utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "1 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"16" "112.5" "111" "3" " 11. kerület, Péterhegy " "nincs megadva" "2019" "nincs megadva" "nincs megadva" "3" "4" "van" "nincs megadva" "házközponti egyedi méréssel" "igen" "nincs megadva" "nincs megadva" "nincs megadva" "127 m²" "nincs megadva" "nincs megadva" "teremgarázs hely" NA "van" NA NA
"17" "77.6" "61" "2" " 5. kerület, Kossuth Lajos utca " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "4" "van" "nincs megadva" "elektromos" "igen" "nincs megadva" "nincs megadva" "utcai" "4 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"18" "317.15" "225" "6" " 2. kerület, Bem rakpart " "felújított" "1950 elott" "luxus" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "kelet" "panorámás" NA "nincs megadva" "nincs megadva" "utca, közterület" NA "van" NA NA
"19" "77.6" "61" "2" " 5. kerület, Belváros " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "elektromos" "nincs megadva" "nincs megadva" "délkelet" "utcai" "4 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"20" "217" "151" "3" " 2. kerület, Bem rakpart " "felújított" "1950 elott" "luxus" "nincs megadva" "2" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nem" "külön és egyben is" "kelet" "panorámás" NA "nincs megadva" "nem tetotéri" "utca, közterület - fizetos övezet" NA "van" NA NA
