"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "lakopark_neve" "legkondicionalo" "panelprogram"
"11" "179.9" "182" "5" " 5. kerület, Semmelweis utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "5" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "külön és egyben is" "délkelet" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"12" "21.9" "44" "1" " 19. kerület, Kispest-Óváros " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "2" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor), cserépkályha" "nem" "egy helyiségben" "délnyugat" "kertre nézo" NA "igen" "legfelso emelet, nem tetotéri" "udvari beálló - benne van az árban" NA NA NA "nincs" NA
"13" "250" "153" "3" " 6. kerület, Eötvös utca " "újszeru" "1950 elott" "luxus" "nincs megadva" "3" "3" "van" "nincs megadva" "gáz (cirko)" "igen" "külön és egyben is" "nincs megadva" "utcai" "100 m²" "nem" "legfelso emelet, nem tetotéri" "teremgarázs hely" NA NA NA "van" NA
"14" "47.9" "63" "1" " 6. kerület, Zichy Jeno utca " "jó állapotú" NA "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA NA
"15" "48.8" "50" "2" " 22. kerület, Budatétény " "újszeru" "2019" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" NA "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "3 M Ft" NA NA NA NA
"16" "34.9" "26" "1" " 6. kerület, Lovag utca " "felújított" "1950 elott" "nincs megadva" "nincs megadva" "földszint" "4" "van" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "udvari" "4 m²" "igen" "nem tetotéri" "utca, közterület" NA NA NA NA NA
"17" "127.5" "112" "2" " 5. kerület, Ferenciek tere 2. " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "3" "6" "van" "3 m vagy magasabb" "gáz (cirko)" "nincs megadva" "egy helyiségben" "északnyugat" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "van" NA
"18" "68.99" "89" "3" " 12. kerület, Nagyenyed utca " "felújítandó" "1950 elott" "összkomfortos" "nincs megadva" "1" "6" "van" "3 m vagy magasabb" "házközponti" "nem" "külön és egyben is" "dél" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "70 000 Ft/hó" NA NA NA
"19" "31.7" "66" "2" " 17. kerület, Pesti út 76. " "közepes állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m-nél alacsonyabb" "házközponti" "nem" "nincs megadva" "kelet" "utcai" "6 m²" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA "nincs megadva"
"20" "584.22" "235" "10" " 1. kerület, Fo utca " "felújított" NA "nincs megadva" "nincs megadva" "5" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "panorámás" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA "van" NA
