"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "panelprogram"
"11" "73.32" "81" "3" " 9. kerület, Nádasdy utca " "nincs megadva" "2017" "összkomfortos" "AA+" "7" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" NA NA
"12" "73.54" "81" "3" " 9. kerület, Nádasdy utca " "nincs megadva" "2017" "összkomfortos" "AA+" "1" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" NA NA
"13" "72.8" "81" "3" " 9. kerület, Nádasdy utca " "nincs megadva" "2017" "összkomfortos" "AA+" "4" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" NA NA
"14" "186.99" "141" "3" " 9. kerület, Nádasdy utca " "nincs megadva" "2017" "összkomfortos" "AA+" "10" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" NA NA
"15" "73.32" "81" "3" " 9. kerület, Nádasdy utca " "nincs megadva" "2017" "összkomfortos" "AA+" "8" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "önálló garázs - megvásárolható" NA NA
"16" "86.27" "88" "4" " 9. kerület, Róth Miksa utca " "nincs megadva" "2017" "összkomfortos" "AA+" "10" "10" "van" "nincs megadva" "távfutés egyedi méréssel" NA "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" NA "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" NA NA
"17" "35" "76" "3" " 18. kerület, Kossuth Ferenc-telep " "jó állapotú" "1981-2000 között" "duplakomfortos" "nincs megadva" "1" "2" "nincs megadva" "nincs megadva" "gázkazán" NA "nincs megadva" "külön helyiségben" "nincs megadva" "udvari" "27.5 m²" "nem" "legfelso emelet, nem tetotéri" "önálló garázs - benne van az árban" NA NA
"18" "140" "80" "2" " 6. kerület, Andrássy út " "felújított" "1950 elott" "összkomfortos" "EE" "1" "4" "van" "3 m vagy magasabb" "egyéb" NA "nincs megadva" "nincs megadva" "északkelet" "utcai" "1 m²" "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA
"19" "29" "56" "2" " 10. kerület, Ülloi út 134. " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" NA "igen" "külön helyiségben" "dél" "udvari" NA "igen" "nem tetotéri" "utca, közterület - ingyenes" "30 000 Ft/hó" NA
"20" "47.7" "43" "2" " 3. kerület, Békásmegyer – Pünkösdfürdo " "nincs megadva" "2001-2010 között" "nincs megadva" "nincs megadva" "8" "9" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" NA "nincs megadva" "külön helyiségben" "kelet" "nincs megadva" "19 m²" "nem" "nincs megadva" "nincs megadva" NA NA
