"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "legkondicionalo" "parkolohely_ara" "panelprogram" "rezsikoltseg"
"11" "46.99" "61" "2" " 11. kerület, Lágymányosi lakótelep " "jó állapotú" NA "összkomfortos" "nincs megadva" "5" "8" "van" "3 m-nél alacsonyabb" "nincs megadva" "nincs megadva" "külön helyiségben" "kelet" "nincs megadva" "3 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA NA
"12" "31.9" "50" "2" " 3. kerület, Hollós Korvin Lajos utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "5" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "kelet" "panorámás" "4.5 m²" "nincs megadva" "nincs megadva" "utca, közterület" NA NA "nincs megadva" NA
"13" "31.9" "50" "2" " 3. kerület, Boglár utca " "felújított" NA "összkomfortos" "nincs megadva" "9" "10" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "nincs megadva" "külön helyiségben" "kelet" "panorámás" NA "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA "nincs megadva" NA
"14" "55.9" "58" "2" " 12. kerület, Virányos " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "2" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "nem" "külön helyiségben" "északkelet" "panorámás" "4 m²" "nem" "nem tetotéri" "utca, közterület - ingyenes" "nincs" NA NA "17 000 Ft/hó"
"15" "16.9" "26" "1" " 20. kerület, Pacsirtatelep " "felújított" NA "komfortos" "nincs megadva" "1" "2" "nincs" "nincs megadva" "gáz (konvektor)" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA NA
"16" "170" "89" "3" " 2. kerület, Rózsadomb " "újszeru" "2020" "duplakomfortos" "AA++" "földszint" "4" "van" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "igen" "egy helyiségben" "délkelet" "kertre nézo" "48 m²" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "van" "6 M Ft" NA "25 000 Ft/hó"
"17" "42.9" "70" "3" " 21. kerület, II. Rákóczi Ferenc út 115. " "jó állapotú" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "7" "van" "nincs megadva" "fan-coil" "igen" "külön és egyben is" "délnyugat" "utcai" "9 m²" "nem" "nincs megadva" "utca, közterület - ingyenes" NA NA NA "20 000 Ft/hó"
"18" "115.9" "140" "4" " 6. kerület, Zichy Jeno utca " "felújított" NA "duplakomfortos" "nincs megadva" "3" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"19" "66.6" "45" "2" " 12. kerület, Németvölgy " "nincs megadva" "2019" "luxus" "nincs megadva" "2" "4" "van" "3 m-nél alacsonyabb" "mennyezeti hutés-futés, hoszivattyú" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" NA "nem" "nincs megadva" "teremgarázs hely - megvásárolható" "van" "7 M Ft" NA NA
"20" "166.5" "110" "4" " 12. kerület, Németvölgy " "nincs megadva" "2019" "luxus" "nincs megadva" "3" "4" "van" "3 m-nél alacsonyabb" "mennyezeti hutés-futés, hoszivattyú" "nincs megadva" "külön helyiségben" "nyugat" "utcai" "16.32 m²" "nincs megadva" "nincs megadva" "teremgarázs hely - megvásárolható" "van" "7 M Ft" NA NA
